Species	5919	TC03G023900	6036	AT4G00740	AT1G65380	5513	5941	5434	5427	5842	5162	TC03G025580	6000	4744	5366	4691	5032	5463	4932	AT3G46610	6528	outlier014	6056	6679	TC02G003180	5421	6705	6447	6320	6450	TC00G047210	AT3G56460	7028	6955	outlier009	5699	7273	6265	5960	4802	KT377094.1	5933	6924	KT377102.1	5271	TC01G019030	6430	TC09G025650	5926	6164	outlier007	5554	TC00G083870	4889	AT4G15420	5958	6865	7367	5918	TC02G023190	4796	outlier002	NM_148067.4	TC05G024510	7572	TC02G026940	5857	5333	5716	5990	6713	4942	5664	5703	AT2G31240	5870	outlier013	outlier010	AT2G01650	TC03G012430	AT5G50280	5702	5536	TC09G026350	TC09G004790	5913	5791	AT1G48520	6785	AT5G13030	6552	AT1G63680	6130	5328	6401	6544	6527	AT3G02760	6238	7296	7333	AT2G33630	AT5G55960	6825	AT4G38890	5354	5849	5772	AT3G04880	5460	TC01G019250	TC02G024400	TC05G008010	6284	4992	AT4G39520	6221	5398	7141	6995	6420	NM_124699.3	5614	5318	TC02G006310	TC01G007130	AT4G33945	6636	6405	5489	5841	5977	TC09G034320	6487	7577	6406	TC01G021540	5949	6570	5578	7024	6387	TC03G010340	TC09G009480	6110	6114	5177	4757	TC09G017950	6139	6072	TC06G011670	5816	TC09G010970	6216	6048	5206	6041	6270	6274	6064	6979	5138	6226	4724	6494	6507	7135	TC05G005750	TC03G002530	6641	6448	7336	6779	6962	5940	6004	AT5G21070	TC02G009310	outlier008	6733	6620	5406	5296	6782	6459	6492	TC03G028600	6565	5034	6913	NM_113708.2	6631	4793	6909	6875	6383	TC06G016050	AT2G35130	4848	6540	6667	6500	6947	TC05G029300	5942	5426	6893	AT2G35790	5945	5343	outlier011	AT3G54090	5910	5644	6175	AT5G13520	7174	6958	5104	5968	AT3G54690	6318	AT1G52310	6198	5936	6412	5596	AT3G26782	5428	5469	TC05G022880	6563	TC08G013000	5802	TC03G001430	outlier006	TC04G028160	6363	TC01G005310	6034	6148	6439	TC05G027690	6488	5347	5260	5273	7241	AT3G59040	KT377070.1	AT5G02860	AT5G23940	outlier003	6050	6557	6797	6532	7111	6933	5656	6299	5188	5865	6051	6407	KT377118.1	6601	AT1G02020	6859	4954	TC04G026920	5449	AT3G10150	6914	6098	AT5G57930	4471	AT5G40440	TC04G030490	6864	outlier005	AT3G53700	6150	6732	5843	TC04G030670	6883	5599	AJ133743.1	AT5G13630	6978	6378	5348	7279	6531	TC07G011130	7628	6882	7194	5339	5859	outlier012	7324	6954	5123	6457	TC07G000920	AT1G17160	TC06G020780	6393	5815	KT377086.1	4951	6366	7136	TC09G026260	5264	6780	TC07G000500	5733	5090	7029	6538	TC02G004290	7325	5893	AT3G24190	5531	5660	5980	5064	5477	7583	7371	AT5G13400	6506	4806	7363	6460	6398	4890	7021	5634	6119	TC01G040040	6946	5639	KT377126.1	5220	5981	7128	NM_179236.3	5355	6854	6791	TC06G006880	6128	6227	6282	6533	6969	5770	TC05G003200	6977	TC04G015820	6379	5821	AT3G56940	TC01G033670	TC09G007890	5594	6483	KT377078.1	outlier004	AT5G08530	TC01G032610	7602	NM_001198514.1	6792	6860	7331	TC01G002420	TC04G019470	5454	5866	outlier001	5163	5335	5326	5116	AT5G64370	6550	5464	6639	6848
SRR10185815	549	909	1413	1086	834	366	366	654	249	144	636	1074	132	0	189	315	105	420	837	1407	426	0	102	87	1290	144	294	0	0	432	0	975	0	0	102	378	0	135	0	216	249	855	489	357	0	753	0	681	207	351	0	483	1122	0	822	360	552	0	336	1188	0	168	891	1632	618	1209	288	372	186	132	0	459	615	0	645	366	0	120	1347	1137	2007	234	114	1581	609	0	300	612	0	1647	0	2247	471	498	0	1506	201	2361	0	0	411	1287	1932	432	975	0	387	0	900	0	1719	1320	2004	1392	837	639	537	552	0	0	471	168	0	243	648	1359	834	0	0	0	603	0	1389	1692	0	0	1107	0	519	201	0	609	999	1065	342	0	0	546	1350	924	0	1233	0	912	222	0	192	921	0	0	0	813	0	138	690	819	0	531	1236	1146	552	0	243	0	387	0	864	537	738	237	0	435	723	0	432	738	546	648	0	0	699	360	0	651	546	909	0	855	861	693	0	903	1398	0	1584	600	1026	0	558	657	681	159	693	687	450	1374	1377	243	0	0	255	966	0	741	0	972	0	1488	1437	0	702	1167	327	711	267	801	0	870	0	1194	0	222	495	690	459	219	0	363	0	672	747	957	1299	0	0	0	423	165	0	0	231	0	426	810	702	0	1194	333	1752	0	687	702	684	1041	618	984	1158	393	531	552	0	132	543	438	0	0	678	423	0	972	3939	372	369	0	0	582	834	258	0	0	783	408	72	693	525	117	0	1305	774	1002	0	684	903	0	0	411	507	636	0	1713	0	306	366	0	699	0	372	1152	0	513	228	0	627	0	0	1806	0	108	0	960	378	0	519	324	843	1131	0	573	507	318	0	699	1386	0	387	0	822	0	591	105	807	0	0	600	141	1305	0	0	441	939	1278	546	0	105	162	1434	708	303	2259	234	522	0	1284	777	1179	0	0	705	0	396	918	1161	267	0	543	453
SRR10185816	324	348	354	744	831	0	321	297	153	0	0	714	132	0	66	0	0	171	366	888	270	0	96	0	414	144	147	0	0	240	0	231	0	0	0	132	0	0	0	129	234	159	204	276	0	222	0	456	153	0	0	183	813	0	798	198	126	0	201	618	0	165	498	675	225	459	231	0	162	0	0	0	138	0	780	180	0	126	654	522	384	0	0	798	474	0	87	615	0	492	0	1161	183	285	0	288	201	702	0	0	264	483	1293	0	411	0	153	0	324	0	702	657	1614	699	330	192	138	258	0	0	141	111	0	69	441	729	156	0	0	0	225	0	318	411	0	0	234	0	219	177	0	276	687	468	261	0	0	177	321	195	0	255	0	360	144	0	174	213	0	0	0	0	0	0	351	216	0	0	339	366	183	0	0	0	153	0	258	252	387	81	0	300	258	0	159	309	228	480	0	0	378	219	0	0	108	573	0	804	273	255	0	300	183	0	504	399	528	0	336	102	420	0	489	201	213	453	897	0	0	0	0	432	0	501	0	228	0	507	471	0	150	306	477	489	0	783	0	336	141	312	0	162	138	627	129	63	0	0	0	246	291	375	867	0	0	0	0	141	0	0	0	0	189	261	654	0	267	0	822	0	519	486	408	270	318	252	384	120	354	330	0	120	384	117	0	0	324	99	0	519	798	228	93	0	0	153	276	0	0	0	189	216	81	63	225	120	0	171	321	216	0	180	171	0	0	153	387	405	0	558	0	135	141	0	603	0	0	702	0	0	114	0	279	0	0	1452	141	114	0	366	93	0	162	150	228	453	0	291	165	195	0	111	1164	0	195	0	681	0	192	108	243	0	0	495	0	519	0	0	264	804	501	0	0	105	162	888	297	0	618	192	159	0	555	303	492	0	0	189	0	273	174	288	255	0	123	0
SRR10185817	549	873	1266	1041	834	138	435	684	249	144	150	1488	132	0	126	321	0	495	837	624	432	0	552	87	828	144	294	0	0	1011	0	981	0	0	111	132	0	0	0	468	375	663	588	288	0	939	0	681	504	351	0	609	1266	0	1413	360	375	0	255	867	0	168	1002	1632	921	621	288	0	657	204	0	654	651	0	1524	366	0	117	1347	804	2028	387	0	1059	603	195	192	630	69	1416	0	2337	411	198	0	615	531	1251	0	0	762	1431	1935	303	882	0	609	246	873	0	669	1431	1968	1389	1080	672	552	468	0	0	471	168	0	204	690	744	363	0	0	0	642	0	870	1071	201	0	735	0	519	201	0	738	1044	378	342	0	0	285	1203	735	0	1386	0	477	270	0	423	1035	0	168	0	798	0	0	537	567	0	531	1017	1272	564	0	0	252	375	162	909	678	387	207	0	519	963	0	432	663	546	651	0	0	834	357	0	216	345	1164	0	840	531	789	0	1032	1401	0	1584	600	1257	0	561	717	510	159	1143	690	372	750	1161	0	0	0	0	978	201	705	0	669	186	1776	1431	0	519	1272	732	603	261	804	0	870	375	747	0	459	474	1164	594	219	0	351	0	639	849	1773	1191	0	0	0	267	165	0	426	123	0	204	933	966	0	714	660	1743	0	615	834	396	1041	666	972	834	396	729	546	0	120	543	363	0	0	1038	483	0	978	2181	567	291	0	0	408	834	0	0	0	729	636	84	417	660	135	0	726	837	798	0	684	717	0	0	699	504	894	0	1293	0	351	324	0	690	0	366	354	0	513	660	0	477	0	219	1806	132	231	0	975	246	0	618	303	2040	1185	0	675	684	312	0	1071	1194	0	537	0	588	0	246	360	804	0	0	597	144	2040	111	276	783	936	1611	648	0	351	162	978	423	447	777	531	522	153	1368	471	1200	0	0	582	0	333	318	888	261	0	582	330
SRR10185818	549	1005	1446	1233	834	0	366	594	417	240	150	1335	132	0	192	357	0	411	837	1392	432	0	453	87	771	144	294	0	0	462	0	828	0	0	111	378	0	0	0	660	321	495	483	591	0	429	0	681	198	351	0	609	1266	0	1413	360	303	0	339	867	0	168	1107	1632	936	1209	288	0	1464	0	0	549	0	0	1704	381	0	123	1347	1137	2046	357	0	1080	609	0	255	630	0	1686	0	1482	519	498	0	855	339	1113	0	0	768	1242	1947	288	426	0	609	0	873	0	969	1404	1965	741	1206	909	213	1059	0	0	441	168	0	246	882	1359	963	0	0	0	603	0	1389	1071	327	0	1302	0	546	201	0	801	1020	1065	342	0	0	543	972	738	0	1530	0	477	243	0	450	996	0	183	0	369	0	0	645	579	0	441	1275	1107	564	0	0	171	300	0	801	663	945	207	0	435	969	0	432	510	546	648	0	0	888	360	0	0	549	1164	0	963	858	1158	0	837	786	0	1584	600	1170	0	561	516	381	0	438	354	372	630	1170	0	0	0	0	981	0	726	0	669	0	1542	1398	0	702	1212	750	450	261	804	0	639	261	561	0	252	495	1335	444	219	0	114	0	1047	747	828	1191	0	0	0	198	165	0	570	231	0	189	726	927	0	831	486	1752	0	615	1074	654	1041	621	1143	834	396	759	543	0	93	543	438	0	0	1038	474	0	978	2103	498	0	0	0	408	723	0	0	0	810	846	84	690	651	342	0	1290	921	0	0	459	705	0	0	699	504	900	0	618	0	351	384	0	699	0	510	600	0	513	672	0	477	0	222	1806	0	225	0	975	246	0	618	0	1842	678	0	663	576	312	0	990	1194	0	525	0	1161	0	396	360	798	0	0	597	126	1287	111	0	1230	939	1611	648	0	198	162	1464	498	654	2259	531	324	0	648	471	1200	0	0	660	0	333	339	558	261	0	582	267
SRR10185819	543	852	1398	1170	834	0	366	558	249	144	0	1878	132	0	66	0	123	171	837	735	378	111	222	0	525	144	231	0	0	462	0	882	0	0	108	132	0	0	0	516	240	786	282	417	0	681	0	681	234	222	0	309	1263	0	1149	360	303	0	255	915	0	168	549	1632	618	1086	252	0	162	135	0	423	0	0	1524	306	0	126	1347	1137	2055	0	0	1152	609	0	120	630	0	1380	0	930	411	402	0	714	201	1746	0	0	675	1245	1233	0	1332	0	285	0	873	0	840	1257	1971	699	861	672	363	522	0	0	348	165	0	234	585	1359	552	0	0	0	372	0	870	1071	0	0	636	0	465	0	0	480	711	1065	342	0	0	372	1968	924	0	1212	0	477	345	0	174	507	0	0	0	435	0	0	690	999	0	312	1026	1038	192	0	0	0	258	0	423	540	678	201	0	387	1680	0	336	372	531	648	0	0	834	360	0	0	471	621	0	375	531	444	0	732	1401	0	1584	600	1512	0	546	432	729	0	1290	612	423	1152	876	0	0	0	0	999	0	735	0	387	0	1773	1437	0	414	1008	657	483	267	804	0	396	297	951	0	222	495	1119	528	219	0	114	0	639	648	519	1266	0	0	0	0	252	0	0	228	0	354	732	1203	0	1020	147	1677	0	615	1236	519	975	375	510	579	255	771	546	0	120	543	315	0	0	1002	423	0	978	1836	0	279	0	0	408	729	0	0	0	729	633	84	471	306	117	0	270	918	675	0	213	714	0	0	699	363	1515	0	783	0	231	153	0	699	0	480	681	0	429	522	0	243	0	0	1035	0	153	0	951	246	0	384	0	972	1032	0	510	429	312	0	468	1386	0	384	0	738	0	591	306	276	0	0	597	0	2040	0	0	939	939	1323	648	0	198	162	879	441	294	528	234	264	0	1206	777	1122	0	0	372	0	333	174	681	261	0	537	0
SRR10185820	549	519	1086	1242	834	165	366	672	249	144	150	1503	132	0	66	399	0	393	837	1407	432	0	453	87	789	144	231	0	0	462	0	480	0	0	111	132	0	0	0	534	240	408	264	306	0	807	0	681	399	351	0	630	1266	0	654	360	303	0	255	867	0	168	789	1632	621	1107	291	0	162	0	0	459	300	0	1704	381	0	123	1347	960	2058	279	0	888	609	195	213	630	0	1548	0	735	411	498	0	825	201	672	0	0	771	585	1398	0	747	0	285	0	873	0	969	1359	1998	1434	1020	456	249	441	0	0	348	168	0	153	450	1209	558	0	399	0	675	0	870	1059	201	0	1029	0	519	192	0	771	1203	525	291	0	0	330	789	924	0	1236	0	477	165	0	450	1119	0	0	0	750	141	138	690	483	0	459	789	1107	546	0	0	249	333	162	801	336	855	207	0	435	1368	0	432	663	546	648	0	0	834	351	0	240	549	1164	0	393	531	771	0	945	1401	0	1584	600	1170	0	561	240	435	159	1347	690	441	534	1209	0	0	0	0	957	135	1059	0	981	360	1503	1398	0	504	1272	528	408	261	804	0	540	429	780	0	417	474	543	477	150	0	285	0	723	318	1029	1203	0	0	0	267	252	0	420	231	0	408	807	1200	0	1305	564	1752	0	429	921	522	984	714	510	831	207	414	363	0	93	543	291	0	0	1038	423	0	978	1188	321	291	0	0	408	834	0	0	0	729	636	84	330	579	117	0	270	825	963	0	306	705	0	0	426	504	774	0	555	0	306	324	0	690	0	369	366	0	504	606	0	477	0	219	1806	192	330	0	975	153	0	597	171	1671	426	0	597	429	312	174	111	918	0	384	0	717	0	243	360	639	0	0	597	228	1698	111	195	792	852	1326	648	0	180	162	1437	615	525	777	234	522	0	636	777	627	0	0	612	0	333	315	996	261	0	210	393
SRR10185821	549	1002	1176	1500	834	366	435	675	417	234	1191	1932	132	0	66	546	0	468	837	1407	432	0	540	0	1437	144	294	0	351	693	0	1044	0	0	0	378	0	135	0	576	510	954	480	417	0	933	0	681	414	351	0	609	2571	0	1413	357	552	0	255	1188	0	168	975	1632	600	1209	288	0	162	207	0	654	513	0	1719	471	0	123	804	1137	1989	510	0	1497	609	0	294	615	0	1443	0	2340	519	498	0	930	201	2577	0	0	753	1431	1953	432	1434	0	618	555	873	204	1719	1221	1983	1440	1206	768	552	1161	0	0	420	168	0	273	585	1266	972	0	0	405	675	0	1389	1851	363	0	1197	0	549	201	0	741	1203	1065	345	0	0	480	1968	924	0	1581	0	744	285	0	192	1116	0	573	0	813	0	138	690	1308	0	531	1179	1182	564	0	0	0	375	0	909	678	855	210	0	576	1950	0	489	723	546	648	0	0	888	369	0	0	615	1164	0	963	858	1410	0	1032	1401	210	1584	600	1674	0	567	666	729	159	1257	273	678	1359	1833	225	0	0	0	1020	354	1560	0	930	0	1776	1437	0	576	1173	669	1266	267	795	0	1029	423	1104	0	444	495	1434	750	219	0	549	0	489	747	1773	1320	0	0	0	360	162	0	0	231	0	411	645	1200	0	1479	0	1746	0	1080	951	684	1041	726	1176	1176	387	1194	546	0	111	543	438	0	0	1404	423	0	975	4125	453	0	132	0	408	582	333	0	318	549	957	78	693	666	228	0	1317	1008	600	0	681	1008	0	0	405	507	1542	351	1281	0	279	486	0	699	0	480	1152	0	513	660	0	627	0	219	1806	366	330	0	975	378	0	618	300	1779	1161	0	597	684	438	900	1254	1386	0	537	0	1164	0	591	462	570	0	0	600	138	2049	111	312	1206	939	1356	600	0	351	162	1458	714	606	2259	522	522	0	1602	777	1293	0	0	729	0	396	627	1173	267	0	747	474
SRR10185822	393	915	1413	1386	834	0	366	606	339	240	150	693	132	0	66	369	0	459	837	1407	399	0	552	87	690	144	294	0	0	702	0	825	156	0	111	132	0	0	0	228	393	408	312	528	0	567	0	681	333	351	0	600	858	0	654	360	552	0	285	1185	0	168	954	1551	951	654	279	0	162	144	0	459	384	0	1038	306	0	126	1197	1137	1230	240	0	687	609	195	189	630	0	1548	0	2256	171	228	0	798	423	1689	0	0	771	1434	1779	0	333	0	531	0	873	0	669	1260	1998	1440	933	459	483	528	0	0	471	168	0	246	450	1359	987	0	0	0	372	0	1389	762	201	0	993	0	546	201	0	795	1203	1065	342	0	0	75	810	924	0	1275	0	477	351	0	519	1008	0	0	0	798	0	0	690	375	0	531	825	1080	267	0	0	237	300	0	684	678	558	123	0	519	876	0	357	339	546	648	0	0	888	369	0	192	477	1164	0	417	855	789	0	798	1401	0	1584	600	1563	0	561	432	729	153	1329	669	372	789	1632	0	0	0	0	981	0	1119	0	474	0	1605	1395	0	702	885	504	981	261	804	0	870	0	840	0	222	495	873	444	150	0	117	0	708	834	1773	1191	0	0	0	0	258	0	453	153	0	426	753	1203	0	1404	426	1590	0	615	966	363	975	678	1380	462	372	759	543	0	93	543	438	0	0	1044	423	123	978	2181	0	291	0	0	408	420	0	0	0	657	636	84	537	387	117	0	657	1008	765	0	501	810	0	0	426	504	1542	0	501	0	351	213	0	699	0	291	690	0	513	534	0	261	0	0	1806	0	384	0	975	246	0	618	0	1590	630	0	597	669	312	0	1254	1359	0	384	0	618	0	330	360	501	0	0	597	0	1287	111	228	792	939	1611	648	0	198	162	1458	699	468	777	234	522	96	1389	777	1290	0	0	471	0	333	345	438	261	120	588	474
SRR10185823	549	774	1335	915	834	366	369	672	312	144	498	1920	132	0	66	456	138	324	837	1407	408	114	246	87	576	144	294	0	351	462	0	480	0	0	111	132	0	0	0	561	240	498	489	318	0	699	0	417	234	351	0	744	1266	0	558	360	237	0	255	1188	0	168	594	705	498	1044	288	336	186	207	0	588	291	0	963	306	0	117	984	837	585	225	0	570	609	189	333	609	0	744	0	795	411	441	0	609	198	1452	0	0	756	804	1521	165	408	0	354	0	840	0	798	1251	1998	699	366	615	459	534	189	0	348	168	0	174	585	1359	291	0	174	0	675	0	870	1071	171	0	1095	0	519	198	0	630	948	777	321	0	0	477	600	378	0	978	0	477	285	0	519	456	0	471	0	285	363	138	687	819	0	429	849	1011	198	0	0	213	300	147	717	336	309	216	0	435	1326	0	336	645	462	480	0	0	834	351	0	213	468	768	0	393	555	744	0	702	1293	0	1584	600	1626	0	561	453	558	159	813	666	225	618	678	0	0	0	0	1020	213	1059	0	393	411	1446	1083	0	360	1269	615	492	261	654	0	666	291	441	0	222	495	702	327	219	162	117	0	519	318	705	1095	0	0	0	432	183	0	423	207	0	204	777	1200	0	876	675	1164	324	807	771	465	999	531	432	834	273	444	546	0	120	360	438	0	0	1218	423	138	978	1026	300	408	0	0	363	579	0	0	0	528	636	84	264	531	120	0	270	552	789	0	351	651	0	0	426	504	774	282	1098	0	264	321	0	579	0	306	798	0	480	579	0	315	0	219	1806	165	285	0	975	378	0	528	201	1419	1158	0	489	417	312	0	708	1386	0	429	0	408	0	330	336	375	0	0	597	126	777	0	393	792	924	699	648	0	105	129	1479	447	426	477	234	324	96	1257	645	918	0	0	690	0	333	762	951	255	0	444	402
SRR10185824	543	720	474	675	834	138	366	366	108	144	150	765	132	0	66	270	0	171	369	399	378	0	96	0	855	144	231	0	0	306	0	237	0	0	111	132	0	0	0	285	240	264	204	288	0	585	0	498	138	276	0	435	891	0	654	360	84	0	96	591	0	168	504	1632	459	1209	288	0	162	0	0	357	0	0	456	180	0	117	984	1137	1308	0	0	549	609	168	0	630	0	609	0	696	150	408	0	216	201	990	0	0	750	456	996	0	1071	0	171	0	597	0	669	573	1965	699	471	489	141	531	0	0	285	168	0	69	378	1362	312	0	0	0	264	0	666	627	0	0	273	0	294	177	0	0	753	804	321	0	0	0	624	336	0	636	0	477	171	0	360	393	0	0	0	279	0	0	276	345	0	141	612	753	258	0	0	0	210	0	177	540	678	201	0	369	504	0	255	324	384	480	0	0	702	285	0	0	180	621	0	393	531	351	0	522	306	0	1584	600	885	0	558	240	423	0	1170	351	213	909	738	0	0	0	0	609	0	1077	0	237	0	1323	774	0	237	516	582	762	168	654	0	498	132	741	0	222	255	690	114	0	0	0	0	639	549	1320	957	0	0	0	75	141	0	0	99	0	189	435	897	0	600	129	1629	0	993	606	525	657	192	549	834	120	456	330	0	93	300	231	0	0	525	225	0	579	1116	0	0	0	0	249	510	0	0	0	306	552	84	396	228	120	0	270	402	0	0	213	591	0	0	420	504	813	0	1089	0	192	165	0	699	0	162	702	0	219	180	0	207	0	0	741	0	120	0	366	246	0	162	0	258	465	0	369	429	312	0	111	702	0	327	0	741	0	591	183	273	0	0	597	0	1431	0	0	792	939	1323	219	0	105	162	885	327	150	777	234	264	0	687	540	528	0	0	369	0	396	174	423	261	0	273	162
SRR10185825	255	771	588	1029	834	0	366	558	249	144	150	1710	132	0	66	255	120	171	369	528	378	0	96	87	855	144	231	0	180	369	0	237	0	0	111	132	0	135	0	348	240	369	342	288	0	576	0	597	138	294	0	438	894	0	1053	360	165	0	141	444	0	168	504	1632	459	1086	288	0	186	153	0	423	117	0	408	252	0	126	891	1050	771	0	0	696	609	0	120	630	0	837	0	849	411	441	0	354	201	888	0	0	675	681	1350	240	420	0	228	195	615	0	726	1221	1014	699	726	300	348	360	201	0	348	168	0	231	279	543	297	0	0	0	372	0	870	621	201	0	273	0	465	177	0	222	1002	423	321	0	0	291	1017	876	0	813	0	312	171	0	174	501	0	168	0	498	114	0	501	573	0	126	564	1008	333	0	0	171	219	0	396	336	498	228	0	414	1005	0	255	309	456	648	0	0	432	366	0	0	270	621	0	813	531	252	0	603	678	0	1584	600	852	0	459	240	423	0	1314	420	213	858	588	0	0	0	0	879	0	480	0	237	147	1242	1437	0	510	642	519	435	126	654	0	408	168	852	0	222	432	372	222	219	0	117	0	528	444	495	1122	0	0	0	147	210	0	0	210	0	261	426	1080	105	576	225	792	0	615	732	564	657	192	741	678	189	300	546	0	120	543	366	0	0	678	423	0	870	918	276	195	0	0	249	552	0	0	0	285	636	81	279	294	120	0	270	402	606	0	270	408	0	0	411	504	648	117	573	0	255	324	0	693	0	162	624	0	132	495	0	477	0	0	741	96	120	0	366	246	0	276	126	435	465	0	369	417	312	0	327	1359	0	255	0	564	0	330	264	345	0	0	534	81	891	111	0	336	888	1323	648	0	105	162	1458	369	432	864	234	264	0	732	450	528	0	0	414	0	345	174	693	255	153	261	150
SRR10185826	549	654	498	378	834	0	366	345	147	0	150	1407	132	0	66	237	111	171	369	735	342	0	96	0	855	144	126	0	0	0	0	237	0	0	111	132	0	0	0	171	240	243	168	288	0	213	0	681	138	180	0	183	732	0	714	162	165	0	96	1005	0	168	354	1626	459	708	252	0	162	0	0	123	0	0	465	180	0	126	1041	1002	735	0	0	969	603	0	0	600	0	450	0	849	177	372	0	219	192	876	0	0	441	900	1740	0	681	0	153	0	618	0	669	1218	1515	699	405	513	141	420	0	0	228	168	0	108	378	1332	312	0	0	0	225	0	774	372	0	0	273	0	345	177	0	0	675	423	321	0	0	129	564	342	0	636	0	477	171	0	174	213	0	0	0	168	0	0	276	282	0	126	273	720	90	0	0	135	153	0	177	336	678	123	0	339	522	0	240	267	336	507	0	0	138	327	0	0	348	654	0	813	327	267	0	300	210	0	1584	375	849	0	474	234	246	0	627	303	210	999	693	0	0	0	0	591	0	573	0	162	0	654	1437	0	150	417	504	435	126	804	0	384	0	714	0	162	129	372	129	201	0	0	0	363	282	834	924	0	0	0	0	96	0	0	99	0	99	297	546	0	513	0	888	0	561	534	471	375	192	645	678	120	354	498	0	0	366	138	0	0	525	198	0	984	1617	153	93	0	0	165	288	0	0	0	234	342	84	126	285	120	0	270	663	0	0	186	408	0	0	297	504	636	0	501	0	135	150	0	699	0	159	702	0	186	246	0	417	0	0	711	0	87	0	366	183	0	216	0	258	555	0	357	357	312	0	111	918	0	111	0	891	0	273	108	246	0	0	480	0	1206	0	0	594	804	813	0	0	105	162	972	252	135	528	234	264	0	1023	540	390	0	0	366	0	363	174	1002	255	150	177	0
SRR10185827	549	936	1167	1152	834	366	366	369	249	144	570	867	132	0	66	255	0	162	837	1407	432	0	96	0	1236	144	294	0	246	246	0	936	270	195	0	378	0	129	192	408	228	633	237	360	0	786	0	423	153	351	0	486	2571	0	1149	360	303	0	210	585	0	168	678	1632	618	1209	258	0	162	144	0	519	225	192	1719	306	0	123	1347	1137	2001	240	0	1158	384	0	87	615	0	1443	0	1092	411	441	0	708	201	2565	396	0	759	1242	1947	255	501	0	414	240	873	120	840	1221	1983	699	846	705	291	1134	0	0	348	168	0	174	585	1266	573	0	0	150	372	0	567	1071	171	0	270	0	519	201	0	483	954	1065	321	0	0	177	1968	924	0	636	0	477	228	0	192	993	0	258	69	813	141	138	603	582	0	399	1269	1050	462	0	0	168	291	165	177	540	678	204	0	435	939	0	336	618	489	207	0	0	831	366	0	0	372	1164	0	840	858	597	0	807	684	186	1584	600	1398	0	558	432	423	159	1206	318	438	630	303	96	0	0	99	1020	111	1560	0	900	0	1428	1437	0	426	1038	747	609	162	795	0	870	303	1062	0	258	495	636	456	219	0	132	0	528	681	1497	1278	0	0	0	198	255	0	0	231	0	189	447	1200	0	1029	0	909	147	993	864	630	960	405	972	405	237	837	546	0	111	543	315	0	0	1095	330	0	993	855	276	0	132	0	249	582	258	0	210	684	621	84	420	333	129	0	270	852	216	0	351	906	0	0	210	423	1494	351	1404	0	264	342	0	321	0	162	996	0	504	561	0	627	0	219	582	279	174	0	366	246	0	381	180	435	555	0	501	426	297	210	591	1386	0	327	0	1164	0	591	462	492	105	0	537	135	2049	111	234	915	939	1356	456	0	105	162	1458	513	351	2259	234	264	0	1023	549	609	0	0	528	108	366	525	1110	267	0	453	267
SRR10185828	549	738	1299	1056	474	186	366	582	249	0	150	1389	132	0	66	531	0	162	486	1374	291	0	96	87	780	144	294	0	276	456	0	696	0	0	120	378	0	0	0	276	132	519	351	291	0	726	0	519	159	342	0	504	1275	282	960	357	165	0	210	762	0	168	504	1632	549	900	288	0	162	144	0	402	225	252	816	306	0	123	1287	1137	1203	411	0	957	609	0	129	489	0	708	138	1440	360	453	0	486	201	996	0	0	699	723	1902	180	1257	0	396	234	747	0	708	1203	1998	699	390	321	162	465	0	0	324	168	0	246	585	516	591	0	0	102	372	0	699	1071	201	0	408	0	519	201	0	546	705	354	321	0	0	531	1443	471	0	1101	0	477	165	0	192	414	0	462	0	813	0	138	690	744	0	363	654	1047	381	114	0	0	210	162	723	540	690	210	0	411	774	0	231	402	501	480	0	0	831	324	0	0	561	1164	0	447	534	597	0	609	582	210	741	264	1035	0	444	432	729	159	1248	321	441	1341	966	195	0	0	0	852	129	1074	0	894	0	630	966	0	288	714	633	645	267	807	0	474	324	690	0	222	447	363	696	219	165	300	0	693	606	855	1179	0	0	0	198	255	0	336	231	0	300	564	900	0	1080	384	975	0	546	828	513	1041	375	693	480	282	843	546	0	132	414	291	0	0	1110	423	0	645	855	204	252	132	0	408	579	258	0	210	441	621	84	456	585	126	0	270	726	408	0	270	933	0	0	213	477	1491	201	1371	0	264	216	0	465	0	402	558	0	501	441	0	477	0	219	1005	177	216	0	366	246	0	342	159	1392	1170	0	513	426	297	210	465	510	0	447	0	1164	0	591	267	276	0	0	537	87	2034	0	270	672	939	1611	594	0	105	162	1410	444	270	861	234	261	0	537	567	609	0	0	537	108	396	219	543	267	150	378	267
